Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa03460:Fanconi anemia pathway	9	1.2552301255230125	0.0018250347379331169	BLM, FANCD2, FANCI, BRCA2, BRIP1, FANCA, UBE2T, BRCA1, RAD51	299	53	6879	3.9067962390357795	0.33215633920992593	0.03603482128433966	2.3001128399412263
KEGG_PATHWAY	hsa04540:Gap junction	11	1.5341701534170153	0.004516392264155893	CDK1, PDGFRA, GUCY1A2, GUCY1A3, GJA1, PDGFC, PDGFD, LPAR1, PRKG1, HTR2B, TUBA1C	299	88	6879	2.8758361204013383	0.6322615976407706	0.07998498467107917	5.603218555933576
KEGG_PATHWAY	hsa05144:Malaria	8	1.1157601115760112	0.004791605209321391	SELP, LRP1, PECAM1, TGFB3, ACKR1, THBS2, HBB, SDC2	299	49	6879	3.756194116442564	0.6540599923883403	0.07840836878736268	5.9351221270153465
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	14	1.9525801952580195	0.005170884685273828	HIST1H2AB, C7, HIST1H2BF, C3, C1R, C1S, HIST2H4A, HIST2H4B, H2AFZ, HIST1H3B, HLA-DPA1, HLA-DPB1, HIST1H3G, HIST1H3H	299	134	6879	2.4036839215294763	0.6820083945692909	0.07857867091231507	6.390766670860748
KEGG_PATHWAY	hsa05166:HTLV-I infection	21	2.928870292887029	0.006795775601353544	ZFP36, EGR1, IL1R1, TGFBR2, TGFB3, CHEK1, CDC20, PTTG1, FOS, MAD2L1, CDKN2A, POLE2, JUN, PCNA, PDGFRA, BUB1B, HLA-DPA1, RANBP1, HLA-DPB1, AKT3, PIK3R1	299	254	6879	1.9021278276670264	0.7784247060994189	0.09558430799738149	8.319889890278475
KEGG_PATHWAY	hsa04115:p53 signaling pathway	9	1.2552301255230125	0.007963620554026406	CCNB1, CCNE2, CDK1, CDKN2A, CCNB2, RRM2, IGF1, CHEK1, CDK2	299	67	6879	3.0904507562521837	0.8291561672594678	0.10455800854838648	9.683692053409876
KEGG_PATHWAY	hsa00670:One carbon pool by folate	5	0.697350069735007	0.009646758494629213	MTHFD1, MTHFD2, TYMS, SHMT2, DHFR	299	20	6879	5.751672240802676	0.8826134996227954	0.11839984839329099	11.616384749113195
KEGG_PATHWAY	hsa05222:Small cell lung cancer	10	1.394700139470014	0.010881927661518964	LAMA2, CCNE2, CKS1B, LAMA4, LAMB2, CKS2, SKP2, AKT3, PIK3R1, CDK2	299	85	6879	2.706669289789494	0.9109080884516535	0.1257056293951201	13.010363229343314
KEGG_PATHWAY	hsa05218:Melanoma	9	1.2552301255230125	0.011197328447123274	CDKN2A, FGF7, PDGFRA, IGF1, FGF10, PDGFC, PDGFD, AKT3, PIK3R1	299	71	6879	2.9163408544914975	0.9169712539909393	0.12276229839691388	13.363053991253826
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	11	1.5341701534170153	0.011751118460969887	FOS, SLC44A4, JUN, PDGFRA, PDGFC, PDGFD, MAPK10, PLPP1, PLPP3, AKT3, PIK3R1	299	101	6879	2.505678995993245	0.9266400104067107	0.12244779246417936	13.979132565879638
KEGG_PATHWAY	hsa03430:Mismatch repair	5	0.697350069735007	0.015924408989221206	EXO1, RFC3, RFC4, RFC2, PCNA	299	23	6879	5.001454122437109	0.971206822411643	0.1554354701654156	18.493592930813087
KEGG_PATHWAY	hsa05146:Amoebiasis	11	1.5341701534170153	0.016135152490008506	LAMA2, LAMA4, IL1R1, LAMB2, COL3A1, TGFB3, SERPINB4, COL1A1, SERPINB3, COL5A2, PIK3R1	299	106	6879	2.3874865905218656	0.9725379399519561	0.1507543650869383	18.715666179950475
KEGG_PATHWAY	hsa04924:Renin secretion	8	1.1157601115760112	0.0200057703835363	EDNRA, KCNMA1, PTGER2, CLCA2, CLCA4, ADCYAP1R1, GUCY1A2, GUCY1A3	299	64	6879	2.875836120401338	0.9885079478665006	0.17648889434696147	22.696497267488702
KEGG_PATHWAY	hsa05212:Pancreatic cancer	8	1.1157601115760112	0.0216190410285935	CDKN2A, TGFBR2, TGFB3, BRCA2, MAPK10, AKT3, PIK3R1, RAD51	299	65	6879	2.831592487779779	0.9920151598692574	0.18229919358289393	24.30201723889177
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	14	1.9525801952580195	0.02881353309939609	MEF2C, FLT1, TGFBR2, RUNX1T1, TSPAN7, IGF1, ZBTB16, MEIS1, PROM1, EYA1, HIST1H3B, HPGD, HIST1H3G, HIST1H3H	299	167	6879	1.9287044639817355	0.998437286106298	0.2277548686862757	31.09478202487842
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	12	1.6736401673640167	0.03038739513421427	CCNB1, PLK4, CCNB2, PLK1, TGFBR2, TGFB3, SKP2, IGF1, MAPK10, AKT3, PIK3R1, CDK2	299	134	6879	2.0603005041681226	0.9989080221372876	0.23071874976234097	32.50379247571702
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	16	2.2315202231520224	0.03215647577394527	CDK1, HIST1H2BF, C3, SKP2, CHEK1, CDC20, HIST2H4A, CDK2, HIST2H4B, CCNE2, CDKN2A, GSN, JUN, RANBP1, CCNA2, PIK3R1	299	205	6879	1.7956440166408354	0.9992706468985226	0.2347338345699873	34.05585086822425
KEGG_PATHWAY	hsa04974:Protein digestion and absorption	9	1.2552301255230125	0.036147199143075154	COL14A1, COL3A1, COL6A3, COL6A2, CPA3, COL6A1, COL1A1, COL5A2, DPP4	299	88	6879	2.352956825782913	0.999707337059383	0.2521769493549798	37.43700515253563
KEGG_PATHWAY	hsa05215:Prostate cancer	9	1.2552301255230125	0.036147199143075154	CCNE2, AR, PDGFRA, IGF1, PDGFC, PDGFD, AKT3, PIK3R1, CDK2	299	88	6879	2.352956825782913	0.999707337059383	0.2521769493549798	37.43700515253563
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	9	1.2552301255230125	0.036147199143075154	FOS, CTSK, FLT1, JUN, TEK, TGFB3, HLA-DPA1, HLA-DPB1, CXCL12	299	88	6879	2.352956825782913	0.999707337059383	0.2521769493549798	37.43700515253563
KEGG_PATHWAY	hsa04514:Cell adhesion molecules (CAMs)	12	1.6736401673640167	0.043603876399986335	NCAM1, ITGA9, SELP, CD34, ITGA8, PECAM1, VCAN, HLA-DPA1, HLA-DPB1, JAM2, JAM3, SDC2	299	142	6879	1.944227236327665	0.999947403676251	0.28805451923477454	43.33027064380291
KEGG_PATHWAY	hsa05210:Colorectal cancer	7	0.9762900976290098	0.05073287350186255	FOS, JUN, TGFBR2, TGFB3, MAPK10, AKT3, PIK3R1	299	62	6879	2.597529399072176	0.9999899342639824	0.31855911846344553	48.48205954882726
KEGG_PATHWAY	hsa04270:Vascular smooth muscle contraction	10	1.394700139470014	0.06657130030406078	EDNRA, KCNMA1, ACTG2, ACTA2, MRVI1, GUCY1A2, GUCY1A3, CALCRL, PRKG1, MYLK	299	117	6879	1.9663836720692907	0.9999997556940149	0.38806181814351315	58.42107920240278
KEGG_PATHWAY	hsa00480:Glutathione metabolism	6	0.8368200836820083	0.06844434403849045	GGT5, RRM2, RRM1, ANPEP, GSTM5, GCLM	299	51	6879	2.7066692897894944	0.9999998432720875	0.3871582791283529	59.47148292395155
KEGG_PATHWAY	hsa05142:Chagas disease (American trypanosomiasis)	9	1.2552301255230125	0.08088919326425455	CFLAR, FOS, C3, JUN, TGFBR2, TGFB3, MAPK10, AKT3, PIK3R1	299	104	6879	1.990963467970157	0.999999991977683	0.4315716209902474	65.85281617716284
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	10	1.394700139470014	0.0818479997083909	JUN, SKP2, HLA-DPA1, MAPK10, HLA-DPB1, ENTPD1, CCNA2, AKT3, PIK3R1, CDK2	299	122	6879	1.8857941773123523	0.9999999936302377	0.4259565040715506	66.30382518610863
KEGG_PATHWAY	hsa04917:Prolactin signaling pathway	7	0.9762900976290098	0.08614683498982728	FOS, PRLR, ESR1, MAPK10, SHC3, AKT3, PIK3R1	299	71	6879	2.2682651090489423	0.9999999977421823	0.4338095502633239	68.25925839579511
