Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007076~mitotic chromosome condensation	9	1.2552301255230125	2.6874633528578797E-8	PAM, NCAPH, NCAPG, NUSAP1, CDCA5, SMC2, NCAPD3, SMC4, NCAPD2	659	15	16792	15.288619119878604	7.73153326875109E-5	7.0289136309131806E-6	4.8166795540982577E-5
GOTERM_BP_DIRECT	GO:0031424~keratinization	13	1.813110181311018	2.2618938951121985E-7	KRT17, SPRR1A, SPRR1B, SPRR2A, PPL, SPRR2B, CNFN, LCE3D, SPRR3, SPRR2G, TGM3, SPRR2F, SPRR2E	659	48	16792	6.901112797167425	6.505352574627254E-4	5.422744191707629E-5	4.053934241632362E-4
GOTERM_BP_DIRECT	GO:0000070~mitotic sister chromatid segregation	10	1.394700139470014	2.3982690014065774E-7	KIFC1, MAD2L1, PLK1, NEK2, SPAG5, ZWINT, NUSAP1, NDC80, KNSTRN, SMC4	659	25	16792	10.192412746585736	6.897440914808151E-4	5.3074135700881264E-5	4.2983553392161866E-4
GOTERM_BP_DIRECT	GO:0002576~platelet degranulation	18	2.510460251046025	4.875571921823373E-7	SELP, RARRES2, A2M, F13A1, CLU, TGFB3, IGF1, SERPING1, SPARC, MMRN1, ECM1, TIMP3, GAS6, ISLR, VWF, PECAM1, SERPINA1, CFD	659	103	16792	4.452995860158817	0.0014017190566723015	1.0018800826305796E-4	8.738342805791888E-4
GOTERM_BP_DIRECT	GO:0034501~protein localization to kinetochore	7	0.9762900976290098	6.496200886938968E-7	CDK1, KNL1, MTBP, TTK, BUB1B, SPDL1, AURKB	659	10	16792	17.836722306525036	0.0018672121885867643	1.2458941158177694E-4	0.0011642932020605734
GOTERM_BP_DIRECT	GO:0048146~positive regulation of fibroblast proliferation	13	1.813110181311018	8.977124884027633E-7	CCNB1, CDC6, FBLN1, JUN, PDGFRA, ESR1, IGF1, FGF10, PDGFC, PDGFD, DDR2, CCNA2, GAS6	659	54	16792	6.134322486371045	0.0025793876367520285	1.6140697177791097E-4	0.0016089378573336255
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	10	1.394700139470014	1.0211956987060663E-6	CKAP2, KIF23, KIF4A, PLK1, NUSAP1, ANLN, STMN1, CEP55, RACGAP1, KIF20A	659	29	16792	8.786562712573911	0.0029336698810219497	1.7280750972070713E-4	0.0018302504685485665
GOTERM_BP_DIRECT	GO:0007051~spindle organization	8	1.1157601115760112	1.1541435827910267E-6	KIF11, SPAG5, TTK, AURKA, RANBP1, AURKB, KNSTRN, ASPM	659	16	16792	12.740515933232171	0.0033149663300338084	1.844537087620779E-4	0.0020685256114205686
GOTERM_BP_DIRECT	GO:0030216~keratinocyte differentiation	15	2.092050209205021	1.2712634519156724E-6	TXNIP, LCE3D, SPRR2G, SPRR2F, SPRR2E, CERS3, SCEL, CRCT1, SPRR1A, SPRR1B, SPRR2A, SPRR2B, SPRR3, TGM3, CSTA	659	76	16792	5.029151026275857	0.003650747035549129	1.9247764622387642E-4	0.0022784326338842753
GOTERM_BP_DIRECT	GO:0000083~regulation of transcription involved in G1/S transition of mitotic cell cycle	9	1.2552301255230125	1.5491251480528276E-6	CDK1, CDC6, TYMS, CDC45, DHFR, RRM2, PCNA, ORC1, CDT1	659	23	16792	9.970838556442569	0.004446919545449846	2.2281699775639208E-4	0.0027764260724372214
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	16	2.2315202231520224	2.3224411302506857E-6	TXNIP, PAM, CRYAB, ADCYAP1R1, EZH2, ESR1, FGF10, POSTN, GJB2, ALDH1A2, DUSP1, CTGF, PCNA, PTN, COL1A1, NQO1	659	91	16792	4.4801814270706535	0.006659398161774854	3.1812419208698817E-4	0.004162377663530226
GOTERM_BP_DIRECT	GO:0000722~telomere maintenance via recombination	10	1.394700139470014	2.573634985378606E-6	PRIM1, DNA2, RFC3, RFC4, POLE2, RFC2, PCNA, BRCA2, FEN1, RAD51	659	32	16792	7.962822458270107	0.007377012658449478	3.365050685968374E-4	0.004612568158879338
GOTERM_BP_DIRECT	GO:0000732~strand displacement	9	1.2552301255230125	4.446674700074006E-6	EXO1, DNA2, XRCC2, RAD51AP1, BLM, BRCA2, BRIP1, BRCA1, RAD51	659	26	16792	8.820357184545347	0.012711627552142057	5.560675786369096E-4	0.007969376074712375
GOTERM_BP_DIRECT	GO:0008544~epidermis development	15	2.092050209205021	5.076433376083536E-6	FGF7, LCE3D, SPRR2G, SPRR2F, SPRR2E, SCEL, KRT17, SPRR1A, CTGF, SPRR1B, SPRR2A, SPRR2B, SPRR3, ZNF750, EMP1	659	85	16792	4.496652682317236	0.014498801142676432	6.083538732645222E-4	0.00909798756335567
GOTERM_BP_DIRECT	GO:0000731~DNA synthesis involved in DNA repair	10	1.394700139470014	5.830537600723427E-6	EXO1, DNA2, RFC3, XRCC2, RAD51AP1, BLM, BRCA2, BRIP1, BRCA1, RAD51	659	35	16792	7.2802948189898125	0.016634596952491365	6.707551662903377E-4	0.010449427024594726
GOTERM_BP_DIRECT	GO:0042060~wound healing	14	1.9525801952580195	1.2799021605158491E-5	KRT6A, S100A8, TNC, TGFBR2, COL3A1, TGFB3, FGF10, SPARC, DCN, ITGA9, PECAM1, SPRR3, PDGFRA, TFF3	659	80	16792	4.459180576631259	0.03615329893406238	0.0014152675939627102	0.022936916959515052
GOTERM_BP_DIRECT	GO:0006271~DNA strand elongation involved in DNA replication	7	0.9762900976290098	1.3080454337270942E-5	GINS1, PRIM1, GINS2, RFC3, RFC4, GINS4, PCNA	659	15	16792	11.891148204350026	0.03693340246388854	0.0013928333007034999	0.02344121212929373
GOTERM_BP_DIRECT	GO:0032570~response to progesterone	10	1.394700139470014	1.520783411428639E-5	TXNIP, TYMS, FOS, PTGER2, DSG2, DSG1, TGFB3, PTN, FOSB, GJB2	659	39	16792	6.533597914478036	0.04280990552896213	0.0015613965872640634	0.027253154938755575
GOTERM_BP_DIRECT	GO:0006268~DNA unwinding involved in DNA replication	6	0.8368200836820083	1.9464244660595045E-5	MCM7, MCM2, MCM4, TOP2A, RAD51, MCM6	659	10	16792	15.288619119878604	0.05446008581818518	0.0019291429065435572	0.03487958692249826
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	33	4.602510460251046	2.041631575170281E-5	STIL, CKS1B, AURKB, MCM10, EDNRA, TYMS, KIF2C, MCM7, BUB1, CDK1, AR, MKI67, DLGAP5, KIF15, TPX2, SKP2, IGF1, CENPF, TACC3, GAS6, CDC25A, UHRF1, LRP1, EPS8, CD34, PLK1, PCNA, CKS2, BUB1B, TXNRD1, EMP1, MELK, IGFBP4	659	366	16792	2.2974700863205553	0.05704652994334902	0.0019560291443674327	0.036585386996323965
GOTERM_BP_DIRECT	GO:0034080~CENP-A containing nucleosome assembly	10	1.394700139470014	3.517756345407937E-5	CENPO, CENPN, CENPL, HJURP, KNL1, CENPU, HIST2H4A, CENPK, CENPI, HIST2H4B	659	43	16792	5.925821364294032	0.09625463141543888	0.0032594387227073973	0.0630291999120014
GOTERM_BP_DIRECT	GO:0006281~DNA repair	24	3.3472803347280333	5.3265925460777856E-5	EXO1, CLSPN, CDK1, XRCC2, RAD51AP1, BLM, GEN1, TICRR, FOXM1, CHEK1, PTTG1, BRCA1, CDK2, RAD51, UHRF1, POLE2, FANCD2, FANCI, PARPBP, POLQ, CHAF1B, FANCA, UBE2T, FEN1	659	235	16792	2.6023181480644433	0.1420849117132591	0.004777617861449923	0.09542431533061668
GOTERM_BP_DIRECT	GO:0051988~regulation of attachment of spindle microtubules to kinetochore	5	0.697350069735007	7.43966662582208E-5	NEK2, SPAG5, RACGAP1, KNSTRN, ECT2	659	7	16792	18.20073704747453	0.19268969760789434	0.006465287420102439	0.13325558231960244
GOTERM_BP_DIRECT	GO:0007080~mitotic metaphase plate congression	9	1.2552301255230125	7.503483009725642E-5	KIF14, CCNB1, KIFC1, KIF2C, KIF18A, CENPE, SPDL1, CEP55, CDCA5	659	37	16792	6.198088832383219	0.19417066790288895	0.006329393455333565	0.13439790382415717
GOTERM_BP_DIRECT	GO:0007568~aging	19	2.6499302649930265	8.525581018990264E-5	CRYAB, COL3A1, TGFBR2, TGFB3, SERPING1, GJB6, AURKB, DCN, TIMP2, GCLM, TYMS, FOS, LRP1, APOD, CTGF, JUN, NQO1, ALOX12, IGFBP5	659	165	16792	2.9341794270474084	0.21752352610089554	0.006983825303525704	0.15269190894253715
GOTERM_BP_DIRECT	GO:0000086~G2/M transition of mitotic cell cycle	17	2.3709902370990235	9.297438922666045E-5	CDK1, NEK2, FOXM1, BORA, SKP2, TPX2, AURKA, CHEK1, CDC25A, CDK2, HMMR, CCNB1, PLK4, CCNB2, PLK1, MASTL, MELK	659	137	16792	3.1618798666415606	0.2347094805882739	0.007403010426445755	0.16650489840611682
GOTERM_BP_DIRECT	GO:0030199~collagen fibril organization	9	1.2552301255230125	1.115823619015343E-4	FMOD, COL14A1, LUM, COL3A1, COL1A1, GREM1, DDR2, COL5A2, DPT	659	39	16792	5.8802381230302325	0.27460603139430395	0.008639232166696487	0.19979787562679485
GOTERM_BP_DIRECT	GO:0007052~mitotic spindle organization	8	1.1157601115760112	1.2717808595396729E-4	CCNB1, STIL, SPC25, KIF11, TTK, NDC80, AURKA, STMN1	659	30	16792	6.794941831057157	0.30643798634116426	0.009583118591725892	0.22769332823610045
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	36	5.02092050209205	1.8806128297911112E-4	KRT6A, FGF7, PRC1, FOXM1, TNC, CD248, TTK, KIT, GREM1, TSPYL5, ALDH1A2, OSR2, HPSE2, NCCRP1, CTGF, CEACAM6, PTN, PDGFC, PDGFD, DPP4, CDC7, KIF14, AR, SHMT2, FLT1, TGFBR2, IGF1, CDC20, CDK2, KDR, SFRP1, KIF20B, PDGFRA, SERPINB3, HTR2B, ALOX12	659	466	16792	1.968491732173211	0.41789427694028436	0.01377863439073701	0.33652223282045757
GOTERM_BP_DIRECT	GO:0045740~positive regulation of DNA replication	9	1.2552301255230125	1.9299795074523502E-4	CDK1, DNA2, JUN, PDGFRA, PCNA, TGFB3, IGF1, FGF10, PDGFC	659	42	16792	5.4602211142423585	0.4261049233923363	0.013786796790607903	0.3453416274989074
GOTERM_BP_DIRECT	GO:0007093~mitotic cell cycle checkpoint	8	1.1157601115760112	1.9641538120455314E-4	MAD2L1, ZWINT, KNTC1, BUB1, TTK, BUB1B, CHEK1, ZWILCH	659	32	16792	6.3702579666160855	0.43172086998451553	0.013689400898100557	0.35144646148895786
GOTERM_BP_DIRECT	GO:0031145~anaphase-promoting complex-dependent catabolic process	12	1.6736401673640167	2.46102221422924E-4	CCNB1, CDK1, MAD2L1, PLK1, SKP2, BUB1B, AURKA, CDC20, PTTG1, AURKB, UBE2C, UBE2S	659	79	16792	3.870536486045216	0.5074322330453742	0.01671874123202144	0.44016622573058717
GOTERM_BP_DIRECT	GO:0032508~DNA duplex unwinding	9	1.2552301255230125	2.704865020025771E-4	GINS1, GINS2, DNA2, CDC45, BLM, GINS4, BRIP1, MCM3, MCM5	659	44	16792	5.212029245413161	0.5408117076906476	0.017937063045513013	0.4836789906840777
GOTERM_BP_DIRECT	GO:0007018~microtubule-based movement	12	1.6736401673640167	3.0763608508912945E-4	KIF23, KIF14, KIFC1, KIF2C, KIF4A, KIF11, KIF15, KIF18A, KIF20B, CENPE, RACGAP1, KIF20A	659	81	16792	3.774967683920643	0.5873705005076648	0.019917276988246746	0.5499364074070812
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	16	2.2315202231520224	3.1201953419382835E-4	EBP, AEBP1, FBN1, COL3A1, IGF1, POSTN, ZBTB16, FRZB, COL5A2, PRELP, TRPS1, VCAN, COL1A1, BMPR1B, IGFBP4, CDH11	659	137	16792	2.975886933309704	0.5925431640223785	0.019753846372698503	0.5577516749210476
GOTERM_BP_DIRECT	GO:0048565~digestive tract development	8	1.1157601115760112	3.543346802003692E-4	CCNB1, FAT4, TRPS1, COL3A1, TGFBR2, TGFB3, PDGFC, KIT	659	35	16792	5.82423585519185	0.6392613433775631	0.021921406338065164	0.6331656915179562
GOTERM_BP_DIRECT	GO:0010466~negative regulation of peptidase activity	6	0.8368200836820083	3.8016063620117713E-4	SERPINB4, SERPINB3, CSTA, PI16, ECM1, PI15	659	17	16792	8.993305364634471	0.6651022769529338	0.02300633243531469	0.6791661480225031
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	10	1.394700139470014	4.485258179319622E-4	TXNIP, CCNB1, JUN, TNC, COL3A1, TGFBR2, POSTN, DCN, FOSB, CXCL12	659	59	16792	4.318818960417685	0.7249213591801553	0.026531241860250465	0.8008392174961854
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	31	4.323570432357044	4.5924893876928653E-4	HIST1H2AB, PODN, E2F7, IGFBP7, TGFB3, FGF10, ZBTB16, TIMP2, PLPP1, KANK2, WARS, ALDH1A2, SPRY1, CDKN2A, BCHE, MTBP, GPNMB, DPT, CDC6, AR, BRIP1, GJB6, FRZB, CDKN3, SLIT3, TNS2, SFRP1, JUN, SFRP4, ADAMTS1, PMP22	659	396	16792	1.9947272420717035	0.7332818198836243	0.026610206455619734	0.8199109398078885
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	21	2.928870292887029	5.08312728107147E-4	EMCN, FLT1, FGF10, MFGE8, ANPEP, ECM1, MMP2, MEIS1, NDNF, KDR, THY1, THSD7A, WARS, APOD, CTGF, JUN, FAP, PECAM1, TEK, CALCRL, JAM3	659	223	16792	2.399559054689467	0.7684101887271471	0.028831944052630454	0.9071297200538342
GOTERM_BP_DIRECT	GO:0010032~meiotic chromosome condensation	4	0.5578800557880056	5.645426418587282E-4	SMC2, NCAPD3, SMC4, NCAPD2	659	5	16792	20.384825493171473	0.803018963298024	0.031353787478011985	1.0069983791954895
GOTERM_BP_DIRECT	GO:0000727~double-strand break repair via break-induced replication	4	0.5578800557880056	5.645426418587282E-4	CDC7, GINS2, CDC45, GINS4	659	5	16792	20.384825493171473	0.803018963298024	0.031353787478011985	1.0069983791954895
GOTERM_BP_DIRECT	GO:0000724~double-strand break repair via homologous recombination	11	1.5341701534170153	5.953958082750709E-4	MCM8, MMS22L, XRCC2, RAD51AP1, BLM, GEN1, BRCA2, POLQ, BRCA1, FEN1, RAD51	659	74	16792	3.7877209531230775	0.8197596219984495	0.032414251021248175	1.0617555935866885
GOTERM_BP_DIRECT	GO:0010811~positive regulation of cell-substrate adhesion	8	1.1157601115760112	6.005875282346549E-4	SMOC2, FBLN2, CCDC80, PTN, NID1, AGR2, ABI3BP, NDNF	659	38	16792	5.364427761360914	0.8224333772878902	0.03208547685158558	1.0709668808329242
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	23	3.2078103207810322	6.729334355276618E-4	MEF2C, CDK1, AR, PLP1, ACTA2, TNC, IQGAP3, GJA1, KIT, GAS6, BRCA1, LCN2, ALDH1A2, ACTG2, FBLN1, OSR2, ANK2, GSN, CTGF, CD34, SFRP4, AGR2, ALOX12	659	262	16792	2.2368844768270226	0.8558183326756957	0.03522895666867032	1.1992406788165821
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint	6	0.8368200836820083	8.639010946841326E-4	MAD2L1, PLK1, BUB1, CENPF, TTK, BUB1B	659	20	16792	7.644309559939302	0.91680080916822	0.04420269449524006	1.5370842628214199
GOTERM_BP_DIRECT	GO:0051310~metaphase plate congression	5	0.697350069735007	8.990785553154263E-4	KIF2C, CENPF, CENPE, NDC80, GEM	659	12	16792	10.617096611026808	0.9248156740602442	0.045159470751489406	1.5991981137273292
GOTERM_BP_DIRECT	GO:0001833~inner cell mass cell proliferation	5	0.697350069735007	8.990785553154263E-4	GINS1, NCAPG2, GINS4, BRCA2, CHEK1	659	12	16792	10.617096611026808	0.9248156740602442	0.045159470751489406	1.5991981137273292
GOTERM_BP_DIRECT	GO:0042340~keratan sulfate catabolic process	5	0.697350069735007	8.990785553154263E-4	FMOD, OGN, OMD, LUM, PRELP	659	12	16792	10.617096611026808	0.9248156740602442	0.045159470751489406	1.5991981137273292
GOTERM_BP_DIRECT	GO:0010951~negative regulation of endopeptidase activity	14	1.9525801952580195	9.194924414007504E-4	A2M, C3, SERPING1, PTTG1, TIMP2, A2ML1, PI3, COL6A3, SLPI, SERPINA1, SERPINB4, CSTA, SERPINB3, WFDC2	659	121	16792	2.9482185630619897	0.9291079302781078	0.04537006967071222	1.6352265311700975
GOTERM_BP_DIRECT	GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling	10	1.394700139470014	9.264355095419571E-4	SELP, FLT1, TEK, PDGFRA, IGF1, PDGFC, PDGFD, DCN, KIT, KDR	659	65	16792	3.9201587486868217	0.9305112467860374	0.0449348261176481	1.6474774962829453
GOTERM_BP_DIRECT	GO:0006936~muscle contraction	13	1.813110181311018	9.79808346978828E-4	FXYD1, ACTG2, DES, SORBS1, ACTA2, CRYAB, MYH11, GJA1, LMOD1, SCN7A, SSPN, MYLK, TMOD1	659	107	16792	3.0958263015330507	0.9404113710230128	0.046677029598095277	1.7416051704799873
GOTERM_BP_DIRECT	GO:0050900~leukocyte migration	14	1.9525801952580195	9.93179898246278E-4	SELP, OLR1, SLC7A5, GAS6, SLC7A11, SLC16A1, CD34, PECAM1, TEK, CEACAM6, COL1A1, JAM2, JAM3, PIK3R1	659	122	16792	2.9240528371352523	0.9426623872678063	0.046529354896123976	1.7651737447142324
GOTERM_BP_DIRECT	GO:0006302~double-strand break repair	10	1.394700139470014	0.001036161572658921	EYA1, BRCA2, MND1, BRIP1, POLQ, CDCA5, BRCA1, FEN1, ESCO2, TRIP13	659	66	16792	3.860762404009748	0.9493381607916778	0.04771868824227654	1.8408967016959044
GOTERM_BP_DIRECT	GO:0071168~protein localization to chromatin	4	0.5578800557880056	0.0010961780997390856	PLK1, EZH2, ESR1, ESCO2	659	6	16792	16.987354577642893	0.9573801072186491	0.04962068913711282	1.9465386054688727
GOTERM_BP_DIRECT	GO:0003158~endothelium development	4	0.5578800557880056	0.0010961780997390856	CD34, GJA1, SLC40A1, KDR	659	6	16792	16.987354577642893	0.9573801072186491	0.04962068913711282	1.9465386054688727
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	14	1.9525801952580195	0.0011554324912477463	DTL, FOXM1, PRR11, SKP2, KIAA0101, CENPF, MYBL2, CDC25A, CCNB1, CCNE2, CCNB2, PLK1, JUN, MASTL	659	124	16792	2.8768906946008124	0.9640670720314022	0.05142579345842624	2.050733665810256
GOTERM_BP_DIRECT	GO:0006508~proteolysis	35	4.881450488145049	0.0013337645655313163	MASP1, C3, CPQ, C1R, ANPEP, C1S, MMP2, PCOLCE, FAP, LTF, CPA3, FGL2, IGKC, CFD, DPP4, ADAM28, CFLAR, CLCA2, TRHDE, OLR1, CLCA4, GGH, GGT5, ADAMTS9, CTSK, SFRP1, TMPRSS11D, TMPRSS11E, CTSO, THSD4, ADAMTS1, TMPRSS11A, TMPRSS11B, WFDC2, ADAMTS5	659	500	16792	1.7836722306525037	0.9785021407916623	0.058232551657533604	2.3636888024301306
GOTERM_BP_DIRECT	GO:0006335~DNA replication-dependent nucleosome assembly	7	0.9762900976290098	0.0013412599248017482	HIST1H3B, ASF1B, HIST2H4A, HIST1H3G, CHAF1B, HIST1H3H, HIST2H4B	659	32	16792	5.5739757207890746	0.9789613687960145	0.057675963868356384	2.376821718629918
GOTERM_BP_DIRECT	GO:0051439~regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	6	0.8368200836820083	0.0017010890718981582	CCNB1, CDK1, PLK1, CDC20, UBE2C, CDK2	659	23	16792	6.647225704295046	0.9925400053338325	0.07152809794396464	3.0053342467932675
GOTERM_BP_DIRECT	GO:0048251~elastic fiber assembly	4	0.5578800557880056	0.0018625141749009568	FBLN5, THSD4, MYH11, MFAP4	659	7	16792	14.560589637979623	0.9953152821233632	0.07693118025483814	3.2860517719561666
GOTERM_BP_DIRECT	GO:0043406~positive regulation of MAP kinase activity	9	1.2552301255230125	0.0020220108661530237	MEF2C, FLT1, EZH2, PDE5A, PDGFC, PDGFD, KIT, HTR2B, LRRK2	659	59	16792	3.8869370643759162	0.9970419190526784	0.08207125213706667	3.5626622498547422
GOTERM_BP_DIRECT	GO:0042493~response to drug	24	3.3472803347280333	0.0020727082601684032	TXNIP, CDK1, PAM, ADCYAP1R1, EMX2, TGFBR2, GGH, CENPF, FOSB, TIMP2, GCLM, RAD51, LCN2, CCNB1, TYMS, FOS, MCM7, SFRP1, APOD, BCHE, JUN, PTN, COL1A1, HTR2B	659	304	16792	2.0116604105103426	0.9974441493754183	0.08287601748783069	3.650428697710395
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	9	1.2552301255230125	0.002254682004561673	JUN, AKR1B1, TGFBR2, SKP2, TGM2, IGF1, PDGFD, CALCRL, ALOX12	659	60	16792	3.822154779969651	0.9984875794271534	0.08859877446034681	3.9648376895754955
GOTERM_BP_DIRECT	GO:0044267~cellular protein metabolic process	13	1.813110181311018	0.0022860565473154537	SNCAIP, GSN, HIST1H3B, LTF, IGF1, MFGE8, HIST2H4A, HIST1H3G, MMP2, IGFBP4, HIST1H3H, HIST2H4B, IGFBP5	659	118	16792	2.807232324271495	0.9986184011216569	0.08856922281385082	4.018947714523302
GOTERM_BP_DIRECT	GO:0000076~DNA replication checkpoint	4	0.5578800557880056	0.0028935181217651894	CDC6, DNA2, CDC45, CDT1	659	8	16792	12.740515933232171	0.9997604428828567	0.10933576174578064	5.0609476031223455
GOTERM_BP_DIRECT	GO:0051983~regulation of chromosome segregation	4	0.5578800557880056	0.0028935181217651894	KIF2C, MKI67, BUB1, AURKB	659	8	16792	12.740515933232171	0.9997604428828567	0.10933576174578064	5.0609476031223455
