ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7957861	1.67E-06	3.11E-09	1.02E+01	11.40398	2.12	ANO4	anoctamin 4
7970954	1.69E-06	3.20E-09	1.02E+01	11.37576	2.95	DCLK1	doublecortin like kinase 1
7932254	1.80E-06	3.47E-09	1.01E+01	11.30062	3.73	ITGA8	integrin subunit alpha 8
8069668	1.81E-06	3.53E-09	1.01E+01	11.28276	3.38	CYYR1	cysteine and tyrosine rich 1
7916493	1.92E-06	3.80E-09	1.01E+01	11.21117	3.55	PLPP3	phospholipid phosphatase 3
7930857	2.00E-06	4.03E-09	1.00E+01	11.15573	2.47	EMX2	empty spiracles homeobox 2
8134869	2.06E-06	4.21E-09	9.99	11.11289	3.03	PCOLCE	procollagen C-endopeptidase enhancer
7923578	2.18E-06	4.51E-09	9.95	11.04751	3.38	FMOD	fibromodulin
7923978	2.25E-06	4.74E-09	9.92	11.00072	3.4	CD34	CD34 molecule
8175531	2.37E-06	5.11E-09	9.88	10.92786	3.02	CDR1	cerebellar degeneration related protein 1
8001800	2.37E-06	5.14E-09	9.87	10.92203	4.51	CDH11	cadherin 11
7957386	2.37E-06	5.32E-09	9.85	10.88853	3.13	ACSS3	acyl-CoA synthetase short-chain family member 3
7950005	2.37E-06	5.37E-09	9.85	10.88061	3.45	MRGPRF	MAS related GPR family member F
7909708	2.37E-06	5.38E-09	-9.85	10.87861	-3.93	CENPF	centromere protein F
8119124	2.37E-06	5.41E-09	9.84	10.87365	3.33	PI16	peptidase inhibitor 16
7989647	2.43E-06	5.61E-09	-9.82	10.83796	-4.65	KIAA0101	KIAA0101
7979281	2.55E-06	5.97E-09	-9.78	10.7776	-3.17	WDHD1	WD repeat and HMG-box DNA binding protein 1
8167998	2.65E-06	6.28E-09	9.75	10.72882	3.25	AR	androgen receptor
8105596	2.65E-06	6.36E-09	9.75	10.71806	2.29	RGS7BP	regulator of G-protein signaling 7 binding protein
7933194	2.70E-06	6.64E-09	9.72	10.67543	4.71	CXCL12	C-X-C motif chemokine ligand 12
7974109	2.70E-06	6.65E-09	9.72	10.67407	2.46	LRFN5	leucine rich repeat and fibronectin type III domain containing 5
7903777	2.96E-06	7.37E-09	9.66	10.57584	3.31	GSTM5	glutathione S-transferase mu 5
8118069	2.98E-06	7.51E-09	9.65	10.55768	5.78	MUC21	mucin 21, cell surface associated
8132557	3.41E-06	8.80E-09	9.55	10.40421	3.64	AEBP1	AE binding protein 1
8027260	3.61E-06	9.57E-09	9.5	10.32325	2.32	ZNF486	zinc finger protein 486
8035795	3.61E-06	9.59E-09	9.5	10.3215	2.1	ZNF626	zinc finger protein 626
8177931	3.61E-06	9.64E-09	9.5	10.31611	5.86	MUC21	mucin 21, cell surface associated
8155214	3.74E-06	1.01E-08	-9.47	10.27022	-3.98	MELK	maternal embryonic leucine zipper kinase
8003667	4.10E-06	1.13E-08	9.4	10.16144	5.42	SERPINF1///SERPINF1	serpin family F member 1///serpin family F member 1
8014349	4.21E-06	1.17E-08	9.38	10.12556	2.33	CCL15-CCL14///CCL15///CCL14	CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 15///C-C motif chemokine ligand 14
8017964	4.25E-06	1.20E-08	9.37	10.10571	2.64	ABCA6	ATP binding cassette subfamily A member 6
8097080	4.27E-06	1.22E-08	9.36	10.09081	4.33	SYNPO2	synaptopodin 2
7904158	4.34E-06	1.25E-08	9.35	10.06514	3.41	OLFML3	olfactomedin like 3
7923086	4.39E-06	1.28E-08	-9.33	10.04292	-4.06	ASPM	abnormal spindle microtubule assembly
8132118	4.48E-06	1.32E-08	9.32	10.01436	4.52	AQP1///AQP1	aquaporin 1 (Colton blood group)///aquaporin 1 (Colton blood group)
8162394	4.51E-06	1.34E-08	9.31	9.99747	4.38	ASPN	asporin
8099476	4.81E-06	1.47E-08	9.25	9.90975	3.91	PROM1	prominin 1
7984813	4.81E-06	1.48E-08	9.25	9.90529	4	ISLR	immunoglobulin superfamily containing leucine rich repeat
8074991	4.81E-06	1.49E-08	9.25	9.89707	2.56	GGT5	gamma-glutamyltransferase 5
7901535	4.91E-06	1.53E-08	9.23	9.86684	2.94	PODN	podocan
8151768	4.97E-06	1.57E-08	9.22	9.84619	2.28	RUNX1T1	RUNX1 translocation partner 1
8168146	5.17E-06	1.65E-08	-9.19	9.79938	-3.7	KIF4A	kinesin family member 4A
8017885	5.31E-06	1.71E-08	9.17	9.7636	3.31	ABCA8	ATP binding cassette subfamily A member 8
8179224	5.66E-06	1.84E-08	9.12	9.69289	5.86	MUC21	mucin 21, cell surface associated
7985829	5.79E-06	1.89E-08	-9.11	9.66326	-3.62	FANCI	Fanconi anemia complementation group I
7964285	6.00E-06	1.98E-08	9.08	9.61832	2.04	SDR9C7	short chain dehydrogenase/reductase family 9C, member 7
8109333	6.00E-06	2.00E-08	9.08	9.61077	3.44	GPX3///GPX3	glutathione peroxidase 3///glutathione peroxidase 3
8122860	6.43E-06	2.16E-08	9.03	9.53419	2.31	MYCT1	myc target 1
8092640	6.67E-06	2.27E-08	-9.01	9.48932	-3.05	RFC4	replication factor C subunit 4
8145865	6.67E-06	2.28E-08	9	9.48214	2.35	ADGRA2	adhesion G protein-coupled receptor A2
8109159	7.06E-06	2.44E-08	8.96	9.41878	2.76	CARMN///MIR145	cardiac mesoderm enhancer-associated non-coding RNA///microRNA 145
8027760	7.22E-06	2.58E-08	8.93	9.36484	2.44	FXYD1	FXYD domain containing ion transport regulator 1
8077970	7.22E-06	2.60E-08	8.93	9.35568	2.32	FBLN2	fibulin 2
7922130	7.22E-06	2.62E-08	8.92	9.34683	3.29	DPT	dermatopontin
8027938	7.64E-06	2.80E-08	8.89	9.28483	2.73	UPK1A	uroplakin 1A
7947274	8.16E-06	3.01E-08	8.84	9.21227	3.53	MPPED2	metallophosphoesterase domain containing 2
7934906	8.56E-06	3.19E-08	8.81	9.15852	4.82	ACTA2	actin, alpha 2, smooth muscle, aorta
8151871	8.87E-06	3.36E-08	-8.78	9.10776	-2.98	CCNE2	cyclin E2
8004221	1.08E-05	4.12E-08	8.67	8.90862	3.64	ALOX12	arachidonate 12-lipoxygenase, 12S type
7927710	1.13E-05	4.34E-08	-8.64	8.85777	-3.9	CDK1	cyclin dependent kinase 1
8034772	1.19E-05	4.73E-08	-8.59	8.77358	-2.86	ASF1B	anti-silencing function 1B histone chaperone
8159521	1.20E-05	4.80E-08	8.58	8.75905	2.68	PTGDS	prostaglandin D2 synthase
8115397	1.32E-05	5.35E-08	8.53	8.65432	2.25	FAXDC2	fatty acid hydroxylase domain containing 2
8097957	1.42E-05	5.87E-08	8.47	8.56405	2.66	GUCY1A3	guanylate cyclase 1 soluble subunit alpha
7953218	1.42E-05	5.90E-08	-8.47	8.55909	-3.33	RAD51AP1	RAD51 associated protein 1
7959408	1.42E-05	5.94E-08	-8.47	8.55169	-2.53	KNTC1	kinetochore associated 1
8061471	1.45E-05	6.11E-08	-8.45	8.52475	-3.09	GINS1	GINS complex subunit 1
7983969	1.48E-05	6.25E-08	-8.44	8.50231	-4.17	CCNB2	cyclin B2
7933733	1.49E-05	6.37E-08	8.43	8.48441	2.09	FAM13C	family with sequence similarity 13 member C
8055426	1.49E-05	6.40E-08	-8.43	8.47985	-2.34	MCM6	minichromosome maintenance complex component 6
8178712	1.49E-05	6.49E-08	8.42	8.4654	3.04	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
8179935	1.49E-05	6.49E-08	8.42	8.4654	3.04	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
8095364	1.54E-05	6.78E-08	8.4	8.42336	4.89	TMPRSS11E	transmembrane protease, serine 11E
7940630	1.54E-05	6.83E-08	8.39	8.41581	2.31	SCGB1D2	secretoglobin family 1D member 2
8102792	1.55E-05	7.01E-08	8.38	8.39103	4.1	PCDH18	protocadherin 18
8056102	1.55E-05	7.02E-08	8.38	8.38871	3.35	LY75-CD302///CD302	LY75-CD302 readthrough///CD302 molecule
8061579	1.55E-05	7.12E-08	-8.37	8.37594	-4.34	TPX2	TPX2, microtubule nucleation factor
8125289	1.59E-05	7.34E-08	8.35	8.34559	3.04	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
8115099	1.60E-05	7.46E-08	8.34	8.33012	4	PDGFRB///PDGFRB	platelet derived growth factor receptor beta///platelet derived growth factor receptor beta
7902913	1.76E-05	8.23E-08	-8.29	8.23372	-2.84	CDC7	cell division cycle 7
8019842	1.80E-05	8.49E-08	-8.27	8.20421	-4.11	TYMS	thymidylate synthetase
7984330	1.84E-05	8.74E-08	-8.26	8.17532	-2.93	ZWILCH	zwilch kinetochore protein
8095380	1.89E-05	9.13E-08	8.24	8.13301	4.93	TMPRSS11E	transmembrane protease, serine 11E
7951351	1.89E-05	9.15E-08	8.23	8.1311	2.54	PDGFD	platelet derived growth factor D
7999674	1.90E-05	9.23E-08	8.23	8.12198	4.3	MYH11	myosin heavy chain 11
8067839	1.91E-05	9.38E-08	8.22	8.10604	3.01	FGF7P3///FGF7P6///FGF7	fibroblast growth factor 7 pseudogene 3///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
8092661	1.91E-05	9.43E-08	8.22	8.10084	2.3	MASP1	mannan binding lectin serine peptidase 1
7908924	1.91E-05	9.47E-08	8.22	8.09701	3.88	PRELP	proline and arginine rich end leucine rich repeat protein
7917182	1.97E-05	9.86E-08	8.19	8.05781	3.42	ADGRL4	adhesion G protein-coupled receptor L4
8111993	1.97E-05	9.90E-08	8.19	8.05326	2.21	FGF10	fibroblast growth factor 10
8049752	2.07E-05	1.04E-07	8.16	8.00134	2.01	SNED1	sushi, nidogen and EGF like domains 1
7974214	2.13E-05	1.08E-07	8.14	7.96593	2.1	KLHDC1	kelch domain containing 1
7915926	2.15E-05	1.10E-07	-8.14	7.95062	-3.1	STIL	SCL/TAL1 interrupting locus
8055624	2.20E-05	1.13E-07	8.12	7.92292	3.58	ZEB2	zinc finger E-box binding homeobox 2
8078619	2.25E-05	1.16E-07	8.11	7.89683	2.67	ITGA9	integrin subunit alpha 9
8017262	2.34E-05	1.22E-07	-8.08	7.84903	-2.97	BRIP1	BRCA1 interacting protein C-terminal helicase 1
8021946	2.54E-05	1.34E-07	8.03	7.75563	2.89	COLEC12	collectin subfamily member 12
8036787	2.55E-05	1.36E-07	8.02	7.74548	4.31	FCGBP	Fc fragment of IgG binding protein
8108693	2.63E-05	1.41E-07	8	7.70906	2.31	PCDHB4	protocadherin beta 4
8072687	2.74E-05	1.50E-07	-7.97	7.64647	-2.38	MCM5	minichromosome maintenance complex component 5
8151032	2.74E-05	1.50E-07	-7.97	7.64588	-3	GGH	gamma-glutamyl hydrolase
8101945	2.74E-05	1.51E-07	-7.97	7.64271	-2.18	H2AFZ	H2A histone family member Z
8088550	2.74E-05	1.51E-07	7.97	7.64186	3.12	PRICKLE2	prickle planar cell polarity protein 2
8058857	2.76E-05	1.53E-07	7.96	7.62732	6.63	IGFBP5	insulin like growth factor binding protein 5
8036072	2.76E-05	1.54E-07	7.96	7.62182	3.05	KRTDAP	keratinocyte differentiation associated protein
8082350	2.90E-05	1.64E-07	-7.92	7.56204	-2.52	MCM2	minichromosome maintenance complex component 2
7965769	2.90E-05	1.64E-07	7.92	7.56088	2.77	SLC5A8	solute carrier family 5 member 8
8151816	2.90E-05	1.65E-07	7.92	7.55382	3.91	GEM	GTP binding protein overexpressed in skeletal muscle
8180255	2.90E-05	1.66E-07	-7.92	7.54539	-2.63	HIST2H4B	histone cluster 2, H4b
8180321	2.90E-05	1.66E-07	-7.92	7.54539	-2.63	HIST2H4A	histone cluster 2, H4a
8109639	3.06E-05	1.78E-07	-7.88	7.48191	-3.23	PTTG1	pituitary tumor-transforming 1
8077323	3.10E-05	1.81E-07	7.87	7.46429	2.1	CNTN4	contactin 4
8168794	3.12E-05	1.84E-07	-7.86	7.44871	-3.26	CENPI	centromere protein I
8097692	3.12E-05	1.86E-07	7.86	7.43718	4.64	EDNRA	endothelin receptor type A
8043504	3.12E-05	1.86E-07	7.86	7.43584	5.67	MAL	mal, T-cell differentiation protein
8061129	3.21E-05	1.94E-07	-7.84	7.39728	-2.19	MGME1///MGME1	mitochondrial genome maintenance exonuclease 1///mitochondrial genome maintenance exonuclease 1
8068651	3.40E-05	2.06E-07	7.8	7.33603	2.43	PCP4	Purkinje cell protein 4
7923386	3.40E-05	2.08E-07	7.8	7.32671	2.93	LMOD1	leiomodin 1
8144153	3.40E-05	2.09E-07	-7.8	7.32219	-3.02	NCAPG2	non-SMC condensin II complex subunit G2
8094278	3.40E-05	2.09E-07	-7.8	7.32134	-4.01	NCAPG	non-SMC condensin I complex subunit G
8089372	3.44E-05	2.13E-07	-7.79	7.30615	-3.01	KIAA1524	KIAA1524
8138231	3.49E-05	2.18E-07	7.78	7.28293	2.6	THSD7A	thrombospondin type 1 domain containing 7A
8168968	3.49E-05	2.18E-07	7.77	7.28045	2.28	GPRASP1	G protein-coupled receptor associated sorting protein 1
8115691	3.50E-05	2.21E-07	7.77	7.26988	2.49	SLIT3	slit guidance ligand 3
8117045	3.50E-05	2.21E-07	7.77	7.26763	2.23	RBM24	RNA binding motif protein 24
7982358	3.52E-05	2.23E-07	-7.76	7.25971	-3.68	ARHGAP11A	Rho GTPase activating protein 11A
8164200	3.63E-05	2.32E-07	7.74	7.22001	2.59	ANGPTL2	angiopoietin like 2
7979307	3.63E-05	2.35E-07	-7.74	7.20944	-3.87	DLGAP5	DLG associated protein 5
7906930	3.68E-05	2.38E-07	-7.73	7.19331	-3.88	NUF2	NUF2, NDC80 kinetochore complex component
8167973	3.69E-05	2.41E-07	7.72	7.1849	2.23	HEPH	hephaestin
8036103	3.87E-05	2.54E-07	7.69	7.12959	3.83	SBSN	suprabasin
8040223	3.87E-05	2.56E-07	-7.69	7.12188	-3.13	RRM2	ribonucleotide reductase regulatory subunit M2
8107706	3.87E-05	2.57E-07	-7.69	7.12023	-2.74	LMNB1	lamin B1
7919815	4.00E-05	2.68E-07	7.67	7.07956	5.07	CTSK	cathepsin K
8013671	4.06E-05	2.73E-07	-7.66	7.05934	-3.35	SPAG5	sperm associated antigen 5
7933707	4.27E-05	2.89E-07	-7.63	7.00536	-2.74	ZWINT	ZW10 interacting kinetochore protein
8035896	4.28E-05	2.90E-07	7.63	7.00028	2.16	TSHZ3	teashirt zinc finger homeobox 3
8162388	4.31E-05	2.94E-07	7.62	6.98784	2.14	OMD	osteomodulin
8019737	4.32E-05	2.96E-07	-7.62	6.98174	-3.26	KPNA2	karyopherin subunit alpha 2
8146357	4.41E-05	3.03E-07	-7.6	6.95787	-3.02	MCM4	minichromosome maintenance complex component 4
8147469	4.53E-05	3.13E-07	7.59	6.92751	2.64	CPQ	carboxypeptidase Q
7964145	4.72E-05	3.28E-07	-7.56	6.88172	-2.6	TIMELESS	timeless circadian clock
7963157	4.76E-05	3.32E-07	-7.56	6.86953	-3.04	RACGAP1	Rac GTPase activating protein 1
7940626	4.90E-05	3.44E-07	7.54	6.83285	3.29	SCGB2A1	secretoglobin family 2A member 1
7980152	4.99E-05	3.52E-07	7.53	6.81051	3.05	LTBP2	latent transforming growth factor beta binding protein 2
7929334	5.10E-05	3.63E-07	-7.51	6.78012	-3.36	CEP55	centrosomal protein 55
8009417	5.13E-05	3.67E-07	-7.51	6.77069	-3.33	KPNA2	karyopherin subunit alpha 2
7982889	5.17E-05	3.71E-07	-7.5	6.75885	-3.45	NUSAP1	nucleolar and spindle associated protein 1
8107594	5.32E-05	3.84E-07	7.48	6.7269	2.58	SNCAIP	synuclein alpha interacting protein
8162216	5.43E-05	3.94E-07	7.47	6.7015	2.25	SHC3	SHC adaptor protein 3
8069301	5.50E-05	4.01E-07	7.46	6.68318	2.21	COL6A2	collagen type VI alpha 2 chain
8056222	5.52E-05	4.06E-07	7.45	6.67075	3.45	DPP4	dipeptidyl peptidase 4
8089875	5.65E-05	4.17E-07	-7.44	6.64419	-2.59	POLQ	DNA polymerase theta
8030374	5.85E-05	4.34E-07	7.42	6.60593	2.08	FCGRT	Fc fragment of IgG receptor and transporter
8109001	6.10E-05	4.58E-07	7.39	6.55323	5.66	SPINK5	serine peptidase inhibitor, Kazal type 5
8061227	6.12E-05	4.61E-07	7.39	6.54645	2.63	SLC24A3	solute carrier family 24 member 3
7965094	6.13E-05	4.66E-07	-7.38	6.53641	-2.29	E2F7	E2F transcription factor 7
7984540	6.57E-05	5.05E-07	-7.34	6.45678	-4.05	KIF23	kinesin family member 23
7919591	6.57E-05	5.05E-07	-7.34	6.45631	-3.62	FAM72A///FAM72D///FAM72B	family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B
8152668	6.73E-05	5.20E-07	-7.33	6.42814	-3.08	ATAD2	ATPase family, AAA domain containing 2
8084757	6.74E-05	5.24E-07	7.32	6.42003	2.92	TPRG1	tumor protein p63 regulated 1
7982757	6.96E-05	5.43E-07	-7.31	6.38493	-3.4	KNL1	kinetochore scaffold 1
7949412	7.00E-05	5.49E-07	7.3	6.37522	2.09	LTBP3	latent transforming growth factor beta binding protein 3
8095110	7.03E-05	5.56E-07	7.3	6.36221	3.39	KIT	KIT proto-oncogene receptor tyrosine kinase
7991335	7.03E-05	5.62E-07	7.29	6.35152	2.63	ANPEP	alanyl aminopeptidase, membrane
8160441	7.03E-05	5.64E-07	-7.29	6.34878	-2.59	CDKN2A	cyclin dependent kinase inhibitor 2A
8172254	7.03E-05	5.64E-07	7.29	6.34771	2.34	CXorf36	chromosome X open reading frame 36
8112107	7.38E-05	6.00E-07	7.26	6.28801	2.06	PLPP1	phospholipid phosphatase 1
7961710	7.38E-05	6.00E-07	7.26	6.28672	2.74	ABCC9	ATP binding cassette subfamily C member 9
8015769	7.59E-05	6.22E-07	-7.24	6.25153	-2.58	BRCA1	BRCA1, DNA repair associated
7991406	7.67E-05	6.31E-07	-7.23	6.23759	-3.54	PRC1	protein regulator of cytokinesis 1
8066925	7.79E-05	6.43E-07	7.22	6.21924	3.36	PTGIS	prostaglandin I2 (prostacyclin) synthase
8006187	7.92E-05	6.59E-07	-7.21	6.19504	-2.41	ATAD5	ATPase family, AAA domain containing 5
7945014	8.01E-05	6.68E-07	-7.2	6.18108	-3.14	CHEK1	checkpoint kinase 1
8083941	8.07E-05	6.76E-07	-7.2	6.16957	-3.28	ECT2	epithelial cell transforming 2
8155487	8.14E-05	6.90E-07	7.19	6.15028	2.8	FGF7P3///FGF7P6///FGF7	fibroblast growth factor 7 pseudogene 3///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
8161423	8.14E-05	6.90E-07	7.19	6.15028	2.8	FGF7P3///FGF7P6///FGF7	fibroblast growth factor 7 pseudogene 3///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
8161455	8.14E-05	6.90E-07	7.19	6.15028	2.8	FGF7P3///FGF7P6///FGF7	fibroblast growth factor 7 pseudogene 3///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
7991777	8.28E-05	7.08E-07	-7.17	6.12392	-2.32	C4orf46	chromosome 4 open reading frame 46
7946579	8.28E-05	7.08E-07	7.17	6.12389	2.8	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1
8174361	8.36E-05	7.18E-07	7.17	6.11094	2.17	TSC22D3	TSC22 domain family member 3
8124388	8.39E-05	7.31E-07	-7.16	6.09352	-3.51	HIST1H3B	histone cluster 1, H3b
7946589	8.39E-05	7.33E-07	7.16	6.09051	2.11	MRVI1	murine retrovirus integration site 1 homolog
8147573	8.39E-05	7.33E-07	7.16	6.09015	2.05	OSR2	odd-skipped related transciption factor 2
8096959	8.45E-05	7.48E-07	7.15	6.07062	2.67	ANK2	ankyrin 2, neuronal
7948900	8.45E-05	7.48E-07	-7.15	6.07038	-3.45	SNORD30	small nucleolar RNA, C/D box 30
8117426	8.45E-05	7.49E-07	-7.15	6.06933	-2.2	HIST1H2BH///HIST1H2BH	histone cluster 1, H2bh///histone cluster 1, H2bh
7948898	8.62E-05	7.66E-07	-7.13	6.04721	-2.43	SNHG1///SNORD31	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 31
8072587	8.64E-05	7.71E-07	7.13	6.04063	2.02	SLC5A1	solute carrier family 5 member 1
8170648	8.64E-05	7.78E-07	7.13	6.03169	3.37	BGN	biglycan
7980316	8.66E-05	7.83E-07	7.12	6.02553	2.3	TGFB3	transforming growth factor beta 3
7920185	8.67E-05	7.86E-07	7.12	6.02185	3.49	LCE3D	late cornified envelope 3D
7948908	8.71E-05	7.93E-07	-7.12	6.01359	-2.73	SNHG1///SNORD26	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 26
8070567	8.81E-05	8.07E-07	7.11	5.99529	2.65	TFF3	trefoil factor 3
8088642	9.06E-05	8.33E-07	7.09	5.96481	2.57	LRIG1	leucine rich repeats and immunoglobulin like domains 1
8058063	9.36E-05	8.63E-07	7.08	5.92941	2.42	RFTN2	raftlin family member 2
8054580	9.41E-05	8.70E-07	-7.07	5.92179	-3.79	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
